ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Product_category,Length_cm,Width_cm,Height_cm,Fragile,Liquid_Leak_Prone,Perishable,Shipping_distance,Stacking_pressure,Delivery_urgency,Budget_level,Eco_preference,Material_constraint,Return_risk,recommended_packaging
6169,D,Flight,5,2,197,4,high,M,4,4339,1,food,53,9,33,1,1,1,domestic,1,express,medium,balanced,no_restrictions,1,Leak-proof Compostable Container
6170,F,Flight,3,4,172,2,medium,F,5,4647,0,books,41,29,17,1,1,0,international,0,express,medium,balanced,only_recyclable,1,Leak-proof Compostable Container
6171,A,Flight,4,1,219,3,low,M,3,5223,1,clothing,17,19,27,0,1,0,international,0,standard,low,max_sustainability,no_plastic,0,Leak-proof Compostable Container
6172,B,Flight,5,5,189,3,low,M,7,5717,0,food,17,46,35,0,0,0,international,1,standard,medium,max_sustainability,no_restrictions,0,Molded Pulp Tray + Corrugated Box
6173,C,Flight,5,1,225,3,low,M,8,4539,0,glass_items,23,35,22,1,1,0,local,0,express,medium,max_sustainability,no_restrictions,1,Leak-proof Compostable Container
6174,F,Flight,5,3,269,5,low,F,8,5833,1,clothing,55,16,38,1,0,1,domestic,1,express,medium,balanced,no_restrictions,1,Insulated Compostable Food Pack
6175,D,Flight,5,4,157,3,medium,F,7,4199,1,books,28,34,30,1,0,0,international,1,express,medium,balanced,compostable_only,0,Molded Pulp Tray + Corrugated Box
6176,F,Flight,3,5,189,3,low,M,5,5422,0,electronics,7,18,21,0,0,1,international,1,express,high,low_cost,only_recyclable,0,Insulated Compostable Food Pack
6177,A,Flight,3,1,226,2,medium,F,6,4946,1,clothing,26,20,29,0,0,0,domestic,1,standard,medium,low_cost,compostable_only,0,Compostable Paper Wrap Pack
6178,B,Flight,2,1,220,2,medium,F,6,4382,1,glass_items,13,37,24,0,1,1,local,0,standard,high,low_cost,compostable_only,0,Leak-proof Compostable Container
6179,C,Flight,6,3,275,6,low,M,4,4875,0,glass_items,54,16,35,0,0,0,international,1,standard,medium,max_sustainability,only_recyclable,1,Molded Pulp Tray + Corrugated Box
6180,F,Flight,3,4,171,3,medium,F,5,4310,1,cosmetics,50,12,4,0,1,1,local,1,standard,high,low_cost,only_recyclable,0,Leak-proof Compostable Container
6181,D,Flight,4,3,235,3,low,F,4,5289,1,clothing,17,30,6,0,0,0,international,0,express,low,low_cost,compostable_only,0,Recycled Cardboard Box
6182,F,Flight,3,4,201,3,high,M,7,4887,1,electronics,9,28,12,0,1,1,domestic,1,express,high,balanced,no_plastic,1,Leak-proof Compostable Container
6183,A,Ship,5,5,269,3,low,F,5,5673,1,glass_items,48,38,11,1,1,1,domestic,0,express,low,balanced,no_restrictions,0,Leak-proof Compostable Container
6184,B,Ship,5,3,182,2,low,M,4,5579,0,clothing,17,17,26,0,0,1,international,0,standard,medium,balanced,compostable_only,1,Insulated Compostable Food Pack
6185,C,Ship,5,5,266,5,low,F,9,4500,0,food,23,37,38,0,0,1,international,0,standard,low,balanced,no_restrictions,0,Insulated Compostable Food Pack
6186,F,Ship,3,5,157,2,medium,F,4,5991,0,clothing,14,39,21,0,0,0,local,0,express,high,max_sustainability,no_plastic,1,Molded Pulp Tray + Corrugated Box
6187,D,Ship,4,1,258,4,high,F,1,5476,0,cosmetics,28,42,37,1,0,0,international,0,express,low,balanced,no_plastic,1,Molded Pulp Tray + Corrugated Box
6188,F,Ship,4,2,280,4,low,M,9,5288,1,electronics,56,42,6,1,1,1,international,1,standard,low,balanced,no_plastic,1,Leak-proof Compostable Container
6189,A,Ship,4,4,154,3,low,F,7,4106,1,food,43,12,9,0,1,1,local,1,express,high,max_sustainability,no_plastic,0,Leak-proof Compostable Container
6190,B,Ship,4,4,274,2,low,F,3,4257,0,food,5,30,15,0,0,0,local,0,standard,low,balanced,compostable_only,0,Compostable Paper Wrap Pack
6191,C,Ship,4,5,180,2,medium,F,1,4332,0,clothing,16,26,21,1,0,0,domestic,1,standard,high,balanced,no_restrictions,1,Corrugated Box + Molded Pulp
6192,F,Ship,3,5,146,3,medium,F,7,4126,0,clothing,35,22,24,0,0,1,local,0,standard,high,max_sustainability,only_recyclable,1,Insulated Compostable Food Pack
6193,D,Ship,3,4,236,3,medium,M,1,5851,0,electronics,27,34,18,1,1,0,international,1,express,low,max_sustainability,no_plastic,1,Leak-proof Compostable Container
6194,F,Ship,4,4,133,4,high,F,10,5296,0,electronics,5,36,11,1,0,0,international,1,standard,medium,low_cost,no_restrictions,0,Molded Pulp Tray + Corrugated Box
6195,A,Ship,5,2,173,4,high,F,9,4307,0,clothing,14,28,6,0,0,0,local,0,standard,low,low_cost,only_recyclable,0,Recycled Cardboard Box
6196,B,Ship,4,3,210,3,low,M,9,5556,0,glass_items,29,37,33,0,0,1,local,0,express,low,low_cost,compostable_only,0,Insulated Compostable Food Pack
6197,C,Ship,3,4,238,2,medium,F,1,4991,1,glass_items,5,5,19,1,1,1,local,0,express,medium,low_cost,no_plastic,1,Leak-proof Compostable Container
6198,F,Ship,4,2,268,4,low,F,3,5275,0,books,47,28,39,0,0,0,domestic,1,standard,low,balanced,compostable_only,1,Compostable Paper Wrap Pack
6199,D,Ship,3,5,175,3,medium,F,8,5471,1,electronics,37,23,3,1,1,0,local,0,standard,low,max_sustainability,no_plastic,0,Leak-proof Compostable Container
6200,F,Ship,5,2,280,4,low,M,8,4539,1,books,55,23,16,0,0,0,international,0,standard,medium,low_cost,no_plastic,0,Molded Pulp Tray + Corrugated Box
6201,A,Ship,4,1,153,2,low,F,1,4027,0,electronics,25,44,18,1,1,1,local,0,standard,low,balanced,only_recyclable,1,Leak-proof Compostable Container
6202,B,Ship,4,4,251,2,medium,F,6,4376,0,glass_items,39,18,17,0,0,1,local,0,standard,low,max_sustainability,no_plastic,0,Insulated Compostable Food Pack
6203,C,Ship,4,2,252,3,medium,M,8,4262,1,glass_items,17,29,33,0,1,1,domestic,0,express,high,max_sustainability,no_plastic,0,Leak-proof Compostable Container
6204,F,Ship,4,5,201,8,medium,F,4,5472,1,electronics,22,29,21,0,0,1,local,1,express,low,balanced,no_restrictions,0,Insulated Compostable Food Pack
6205,D,Ship,5,4,216,4,medium,F,8,5878,1,electronics,58,36,11,0,1,0,international,0,express,medium,low_cost,only_recyclable,1,Leak-proof Compostable Container
6206,F,Ship,3,2,126,10,low,M,3,4073,1,electronics,47,17,32,0,1,1,international,1,standard,low,max_sustainability,no_plastic,1,Leak-proof Compostable Container
6207,A,Ship,3,2,177,4,low,F,3,4199,1,electronics,13,46,5,1,0,0,domestic,1,standard,low,max_sustainability,compostable_only,0,Molded Pulp Tray + Corrugated Box
6208,B,Ship,5,3,145,3,medium,M,1,5783,1,electronics,39,9,4,0,0,0,domestic,0,express,medium,max_sustainability,only_recyclable,1,Molded Pulp Tray + Corrugated Box
6209,C,Ship,5,3,258,2,low,F,10,5371,1,books,56,34,30,0,1,1,domestic,0,standard,high,low_cost,compostable_only,0,Leak-proof Compostable Container
6210,F,Ship,4,3,273,10,medium,M,6,4251,1,books,20,6,26,0,1,0,local,1,standard,low,max_sustainability,no_plastic,1,Leak-proof Compostable Container
6211,D,Ship,4,1,245,3,low,F,5,4523,0,glass_items,30,37,31,0,0,1,domestic,1,standard,medium,max_sustainability,no_plastic,1,Insulated Compostable Food Pack
6212,F,Ship,5,4,241,2,medium,F,7,4413,0,clothing,33,7,18,0,1,1,international,0,standard,low,low_cost,compostable_only,1,Leak-proof Compostable Container
6213,A,Ship,4,1,208,3,low,F,6,5345,1,clothing,15,44,17,1,0,1,domestic,0,standard,medium,balanced,no_restrictions,0,Insulated Compostable Food Pack
6214,B,Ship,6,5,282,4,low,M,1,1193,1,books,20,26,36,1,1,0,domestic,1,express,high,max_sustainability,no_restrictions,0,Leak-proof Compostable Container
6215,C,Ship,6,5,295,4,medium,M,1,1159,0,clothing,56,12,2,1,0,1,international,1,express,low,low_cost,only_recyclable,0,Insulated Compostable Food Pack
6216,F,Ship,6,5,255,4,low,F,9,1113,0,cosmetics,42,25,35,0,0,0,international,0,standard,medium,max_sustainability,no_plastic,1,Molded Pulp Tray + Corrugated Box
6217,D,Ship,6,3,292,4,low,F,8,1434,0,cosmetics,21,28,31,0,1,1,international,0,standard,medium,low_cost,no_plastic,1,Leak-proof Compostable Container
6218,F,Ship,6,4,244,4,low,M,1,1130,1,clothing,53,35,7,0,1,1,international,1,express,high,max_sustainability,compostable_only,1,Leak-proof Compostable Container
6219,A,Ship,6,4,306,4,low,F,8,1691,1,cosmetics,55,45,34,1,1,0,domestic,1,express,medium,max_sustainability,only_recyclable,1,Leak-proof Compostable Container
6220,B,Ship,6,5,258,4,low,M,5,1966,1,clothing,10,33,23,1,1,1,domestic,1,standard,low,low_cost,no_restrictions,0,Leak-proof Compostable Container
6221,C,Ship,4,1,265,6,low,F,2,1629,1,books,44,19,7,1,1,0,local,0,express,low,low_cost,compostable_only,0,Leak-proof Compostable Container
6222,F,Ship,5,1,227,5,low,M,6,1667,0,glass_items,26,30,35,0,0,0,domestic,1,express,medium,low_cost,no_plastic,1,Corrugated Box + Paper Cushion
6223,D,Ship,7,1,276,4,low,F,9,1519,1,electronics,15,23,39,1,0,1,local,1,express,low,low_cost,no_restrictions,1,Insulated Compostable Food Pack
6224,F,Ship,6,5,244,4,medium,F,2,1980,0,food,58,30,25,1,1,1,international,0,express,high,balanced,no_plastic,1,Leak-proof Compostable Container
6225,A,Ship,4,2,217,6,medium,F,3,1732,1,cosmetics,8,42,29,0,1,0,international,0,express,medium,max_sustainability,only_recyclable,0,Leak-proof Compostable Container
6226,B,Ship,2,5,211,3,low,M,3,1368,0,glass_items,18,18,21,1,1,1,domestic,0,express,high,max_sustainability,no_restrictions,0,Leak-proof Compostable Container
6227,C,Ship,4,4,227,5,low,M,8,1982,1,glass_items,22,38,15,0,0,1,domestic,1,express,high,balanced,only_recyclable,0,Insulated Compostable Food Pack
6228,F,Ship,5,1,249,4,medium,M,5,1027,1,food,45,37,17,1,0,1,local,1,express,high,low_cost,compostable_only,1,Insulated Compostable Food Pack
6229,D,Ship,6,2,269,4,low,M,6,1073,0,food,58,9,32,0,1,0,local,1,standard,low,balanced,no_plastic,1,Leak-proof Compostable Container
6230,F,Ship,6,3,278,4,medium,M,4,1716,0,glass_items,17,48,2,1,1,0,local,1,express,medium,balanced,no_plastic,0,Leak-proof Compostable Container
6231,A,Ship,6,5,282,4,medium,F,4,1013,0,cosmetics,41,24,22,0,1,1,domestic,0,standard,medium,low_cost,no_plastic,0,Leak-proof Compostable Container
6232,B,Ship,6,1,300,4,medium,F,2,1790,1,cosmetics,16,6,24,0,0,1,local,0,standard,medium,low_cost,no_plastic,0,Insulated Compostable Food Pack
6233,C,Ship,3,3,146,3,medium,F,4,5384,0,clothing,21,12,30,0,1,1,international,0,express,medium,low_cost,compostable_only,1,Leak-proof Compostable Container
6234,F,Ship,3,4,236,3,medium,F,5,5466,0,electronics,11,38,17,1,1,0,international,0,standard,medium,max_sustainability,no_plastic,1,Leak-proof Compostable Container
6235,D,Ship,4,4,133,4,high,F,7,5973,1,clothing,9,15,35,1,1,0,local,1,standard,medium,low_cost,no_restrictions,0,Leak-proof Compostable Container
6236,F,Ship,5,4,173,4,high,F,8,5284,1,electronics,15,35,12,1,1,0,local,1,standard,high,balanced,only_recyclable,0,Leak-proof Compostable Container
6237,A,Ship,4,2,210,3,low,F,9,4163,0,clothing,40,24,25,1,1,1,domestic,1,standard,medium,max_sustainability,no_restrictions,0,Leak-proof Compostable Container
6238,B,Ship,3,3,238,2,medium,F,4,4206,0,books,37,12,19,0,1,1,local,1,express,low,balanced,compostable_only,0,Leak-proof Compostable Container
6239,C,Ship,4,4,268,4,low,M,5,5647,0,books,20,34,39,0,0,1,domestic,1,express,medium,balanced,no_plastic,0,Insulated Compostable Food Pack
6240,F,Ship,3,4,175,3,medium,M,10,4771,1,books,38,44,17,0,1,0,domestic,0,standard,low,max_sustainability,no_restrictions,0,Leak-proof Compostable Container
6241,D,Ship,5,4,280,4,low,M,10,5156,0,books,13,15,32,1,0,0,international,0,express,low,balanced,no_restrictions,1,Molded Pulp Tray + Corrugated Box
6242,F,Ship,4,5,153,2,low,M,1,4492,0,books,51,22,5,1,0,1,domestic,0,express,high,low_cost,no_plastic,0,Insulated Compostable Food Pack
6243,A,Ship,4,5,251,2,medium,F,8,5232,0,cosmetics,11,25,16,0,1,0,domestic,0,standard,high,max_sustainability,only_recyclable,0,Leak-proof Compostable Container
6244,B,Ship,4,2,252,3,medium,M,2,5769,0,clothing,31,5,14,1,0,0,international,0,express,low,balanced,compostable_only,0,Molded Pulp Tray + Corrugated Box
6245,C,Ship,4,2,201,8,medium,F,9,5146,0,clothing,6,42,19,1,0,1,international,1,express,high,max_sustainability,no_restrictions,0,Insulated Compostable Food Pack
6246,F,Ship,5,5,216,4,medium,F,1,4092,1,cosmetics,11,25,22,0,1,1,domestic,1,standard,high,max_sustainability,no_plastic,0,Leak-proof Compostable Container
6247,D,Ship,3,3,126,10,low,M,10,4128,0,electronics,41,26,16,0,1,0,domestic,0,standard,medium,balanced,only_recyclable,0,Leak-proof Compostable Container
6248,F,Ship,3,1,177,4,low,F,6,5037,1,cosmetics,50,40,26,1,0,1,international,1,standard,medium,max_sustainability,no_restrictions,0,Insulated Compostable Food Pack
6249,A,Ship,5,2,145,3,medium,M,2,4836,0,food,15,15,37,1,1,1,domestic,1,standard,medium,balanced,no_restrictions,1,Leak-proof Compostable Container
6250,B,Ship,5,4,258,2,low,F,8,4200,0,electronics,11,30,4,0,1,0,domestic,0,express,low,max_sustainability,no_restrictions,1,Leak-proof Compostable Container
6251,C,Ship,4,3,273,10,medium,F,8,4896,0,glass_items,37,37,17,1,0,0,international,0,express,low,balanced,only_recyclable,1,Molded Pulp Tray + Corrugated Box
6252,F,Ship,4,1,245,3,low,M,2,5835,1,clothing,22,39,5,1,0,0,international,1,standard,medium,low_cost,no_plastic,0,Molded Pulp Tray + Corrugated Box
6253,D,Ship,5,2,241,2,medium,M,6,4741,0,glass_items,59,9,23,0,0,0,international,0,standard,low,low_cost,only_recyclable,1,Recycled Cardboard Box
6254,F,Ship,4,1,208,3,low,M,4,4530,1,glass_items,56,25,32,0,0,0,international,0,express,medium,low_cost,no_plastic,1,Corrugated Box + Molded Pulp
6255,A,Ship,6,1,282,4,low,M,1,1434,0,glass_items,44,41,29,0,1,0,domestic,1,standard,medium,balanced,no_restrictions,0,Leak-proof Compostable Container
6256,B,Ship,6,5,295,4,medium,M,5,1963,1,food,12,40,22,0,1,0,local,0,standard,low,max_sustainability,only_recyclable,0,Leak-proof Compostable Container
6257,C,Ship,6,4,255,4,low,M,7,1869,1,food,38,32,9,0,1,0,international,1,express,high,low_cost,no_plastic,1,Leak-proof Compostable Container
6258,F,Ship,6,2,292,4,low,F,2,1565,0,books,35,36,18,1,1,0,domestic,0,express,high,max_sustainability,no_plastic,0,Leak-proof Compostable Container
6259,D,Ship,6,1,244,4,low,M,5,1867,0,glass_items,51,18,10,0,1,0,international,1,standard,low,max_sustainability,compostable_only,0,Leak-proof Compostable Container
6260,F,Ship,6,3,306,4,low,M,10,1372,1,cosmetics,53,22,35,1,1,0,domestic,0,standard,high,low_cost,compostable_only,0,Leak-proof Compostable Container
6261,A,Ship,6,5,258,4,low,M,5,1558,0,books,7,25,31,0,0,0,international,0,standard,medium,low_cost,no_plastic,1,Molded Pulp Tray + Corrugated Box
6262,B,Ship,4,1,265,6,low,F,9,1753,1,books,58,29,5,1,0,0,local,0,standard,low,low_cost,no_restrictions,1,Recycled Cardboard Box
6263,C,Ship,5,2,227,5,low,F,3,1242,1,books,20,32,37,0,1,0,local,0,standard,low,balanced,no_restrictions,0,Leak-proof Compostable Container
6264,F,Ship,7,2,276,4,low,M,9,1022,1,food,33,32,30,1,1,0,local,0,express,medium,low_cost,compostable_only,1,Leak-proof Compostable Container
6265,D,Ship,6,4,244,4,medium,F,1,1179,1,clothing,37,19,15,0,1,0,domestic,0,standard,medium,balanced,compostable_only,1,Leak-proof Compostable Container
6266,F,Ship,4,4,217,6,medium,M,9,1974,0,glass_items,47,39,9,1,0,0,international,1,standard,high,low_cost,no_restrictions,1,Molded Pulp Tray + Corrugated Box
6267,A,Ship,2,1,211,3,low,M,6,1760,1,clothing,28,33,36,0,1,1,local,1,standard,medium,low_cost,compostable_only,0,Leak-proof Compostable Container
6268,B,Ship,4,5,227,5,low,F,2,1804,1,electronics,52,19,35,0,1,0,international,0,standard,high,low_cost,no_plastic,1,Leak-proof Compostable Container
6269,C,Ship,5,5,249,4,medium,M,2,1727,1,clothing,6,45,23,0,0,1,domestic,1,standard,low,low_cost,compostable_only,0,Insulated Compostable Food Pack
6270,F,Ship,7,4,302,5,medium,M,7,1503,1,books,12,45,39,1,1,0,domestic,1,standard,low,low_cost,only_recyclable,0,Leak-proof Compostable Container
6271,D,Ship,6,4,293,6,low,F,7,1117,1,glass_items,44,49,27,0,0,0,international,1,standard,low,low_cost,compostable_only,1,Recycled Cardboard Box
6272,F,Ship,5,5,232,3,low,M,4,1716,1,food,8,46,8,0,1,1,local,1,express,low,low_cost,no_restrictions,1,Leak-proof Compostable Container
6273,A,Ship,6,5,279,4,low,M,7,1447,0,cosmetics,30,41,12,1,0,0,international,0,standard,low,low_cost,no_restrictions,1,Molded Pulp Tray + Corrugated Box
6274,B,Ship,6,5,251,4,low,F,8,1038,0,electronics,5,27,15,0,0,0,international,0,standard,medium,max_sustainability,no_plastic,1,Molded Pulp Tray + Corrugated Box
6275,C,Ship,6,5,300,5,low,M,1,1188,0,cosmetics,14,47,25,0,1,0,domestic,0,express,medium,balanced,no_restrictions,0,Leak-proof Compostable Container
6276,F,Road,7,5,133,5,low,F,3,1544,1,cosmetics,9,15,24,0,1,1,international,0,express,high,max_sustainability,no_plastic,1,Leak-proof Compostable Container
6277,D,Road,6,5,283,4,low,M,2,1136,1,cosmetics,34,5,11,0,0,0,international,1,express,high,max_sustainability,no_plastic,0,Molded Pulp Tray + Corrugated Box
6278,F,Road,7,5,296,4,low,M,8,1686,1,books,21,18,34,1,0,1,local,0,express,medium,low_cost,only_recyclable,0,Insulated Compostable Food Pack
6279,A,Road,6,3,261,4,medium,F,8,1397,1,cosmetics,48,23,15,0,0,1,domestic,0,express,high,max_sustainability,compostable_only,0,Insulated Compostable Food Pack
6280,B,Road,6,1,286,4,low,F,3,1747,1,food,42,18,23,1,0,0,international,1,express,high,balanced,only_recyclable,1,Molded Pulp Tray + Corrugated Box
6281,C,Road,6,3,298,4,low,F,1,1657,0,clothing,47,13,22,0,0,0,local,1,standard,medium,low_cost,no_plastic,0,Molded Pulp Tray + Corrugated Box
6282,F,Road,6,4,287,4,medium,F,9,1936,1,glass_items,45,5,28,0,0,0,domestic,1,standard,medium,balanced,compostable_only,0,Compostable Paper Wrap Pack
6283,D,Road,6,2,251,4,medium,F,9,1322,1,books,14,35,8,0,0,1,local,0,standard,high,balanced,only_recyclable,1,Insulated Compostable Food Pack
6284,F,Road,5,1,231,5,low,M,10,1418,0,books,43,11,17,1,1,1,international,0,standard,low,max_sustainability,only_recyclable,0,Leak-proof Compostable Container
6285,A,Road,5,2,249,5,medium,M,6,1298,0,cosmetics,42,29,19,0,1,0,international,1,standard,medium,low_cost,compostable_only,0,Leak-proof Compostable Container
6286,B,Road,5,3,244,5,low,F,3,1174,0,electronics,6,22,8,1,0,1,domestic,0,express,high,balanced,only_recyclable,1,Insulated Compostable Food Pack
6287,C,Road,7,2,264,4,medium,M,6,1688,0,books,33,32,7,1,0,0,domestic,0,standard,low,low_cost,no_restrictions,0,Recycled Cardboard Box
6288,F,Road,5,2,254,5,medium,M,6,1002,0,cosmetics,53,39,31,0,0,1,international,0,standard,medium,max_sustainability,only_recyclable,1,Insulated Compostable Food Pack
6289,D,Road,4,5,264,6,low,M,6,1637,0,clothing,30,39,3,1,1,1,domestic,0,express,high,max_sustainability,compostable_only,0,Leak-proof Compostable Container
6290,F,Road,6,5,309,4,low,M,6,1463,1,glass_items,39,30,37,1,1,1,international,1,standard,low,low_cost,no_plastic,1,Leak-proof Compostable Container
6291,A,Road,5,5,298,4,low,M,8,1631,0,food,39,30,4,0,0,0,local,1,standard,high,balanced,no_restrictions,0,Molded Pulp Tray + Corrugated Box
6292,B,Road,5,5,265,5,medium,F,8,1867,0,clothing,20,12,10,0,1,0,local,0,standard,low,max_sustainability,only_recyclable,1,Leak-proof Compostable Container
6293,C,Road,6,1,246,4,medium,M,4,1504,1,glass_items,50,14,11,1,1,1,international,1,standard,medium,balanced,no_restrictions,0,Leak-proof Compostable Container
6294,F,Road,5,2,222,5,low,F,1,1672,0,clothing,14,35,39,0,0,0,local,0,express,low,low_cost,no_plastic,0,Recycled Cardboard Box
6295,D,Road,7,5,250,4,low,F,2,1296,0,electronics,54,40,35,0,1,0,international,0,standard,medium,balanced,compostable_only,0,Leak-proof Compostable Container
6296,F,Road,4,3,240,5,medium,F,5,1301,0,electronics,29,13,4,0,0,1,international,1,express,high,max_sustainability,only_recyclable,1,Insulated Compostable Food Pack
6297,A,Road,4,3,246,6,low,F,10,1176,0,glass_items,28,48,13,0,1,1,domestic,0,standard,high,max_sustainability,compostable_only,0,Leak-proof Compostable Container
6298,B,Flight,6,1,293,5,medium,F,7,1052,0,clothing,48,15,11,1,1,1,local,1,standard,low,max_sustainability,compostable_only,1,Leak-proof Compostable Container
6299,C,Flight,6,5,253,4,medium,M,1,1977,0,food,22,7,29,0,1,1,international,1,express,medium,low_cost,no_restrictions,1,Leak-proof Compostable Container
6300,F,Flight,5,5,258,5,medium,M,7,1819,0,food,42,40,15,1,0,1,domestic,1,standard,high,max_sustainability,no_restrictions,1,Insulated Compostable Food Pack
